customer_id,age,income,tenure_months,product_count,transactions_30d,app_sessions_30d,avg_balance,complaints_90d,salary_credit,card_utilization,recent_inactivity_days,balance_change_90d,region,retention_campaign,churn_90d,account_closed,post_churn_balance,churn_reason,pre_txn_rate,post_txn_rate
200034,31,211761.13,79,3,19,10,5813.34,0,1,0.3694,7,-0.0449,East,0,0,0,5080.27,none,14.35,14.81
200035,47,168883.84,77,5,15,6,14149.55,1,0,0.3192,19,0.4513,East,0,0,0,16236.47,none,20.45,14.55
200036,52,111131.42,22,1,10,13,7437.27,0,1,0.4776,4,-0.2086,North,0,0,0,8162.61,none,10.44,9.36
200037,39,19158.65,91,4,16,11,5439.83,0,1,0.1558,9,0.191,West,0,0,0,4909.02,none,14.79,16.37
200038,31,25820.37,73,2,15,8,15229.18,0,0,0.5834,22,-0.0331,South,0,0,0,13897.2,none,15.9,13.81
200039,31,129276.81,56,4,22,7,8445.9,0,0,0.509,22,-0.1587,South,1,0,0,9593.05,none,17.48,24.53
200040,47,175444.28,59,2,21,8,34117.73,0,1,0.744,13,-0.0268,West,0,0,0,40615.58,none,25.58,26.63
200041,48,97633.45,204,3,23,14,3477.01,0,1,0.1309,44,0.1275,South,0,0,0,3712.9,none,17.79,17.69
200042,46,60861.27,123,2,16,11,3456.4,0,0,0.2021,4,0.1781,South,0,0,0,2840.41,none,14.91,12.35
200043,33,151476.68,20,3,18,8,5169.72,0,0,0.5539,10,-0.0755,South,0,0,0,5706.29,none,20.89,23.13
200044,43,108977.64,57,4,16,12,17823.87,1,1,0.6612,18,-0.25,West,1,0,0,17647.93,none,8.48,11.44
200045,41,134593.76,111,2,19,7,12480.34,0,0,0.244,18,0.3913,North,0,0,0,13206.06,none,15.9,15.77
200046,42,25933.95,125,2,16,8,11633.13,1,1,0.2459,19,0.0104,East,1,0,0,13151.19,none,15.4,18.1
200047,50,86964.77,76,1,19,10,14661.93,1,0,0.6423,10,-0.3158,East,0,0,0,12628.82,none,24.34,21.22
200048,42,191077.72,31,5,12,8,3668.77,1,1,0.4687,6,0.1959,North,0,0,0,3452.02,none,17.54,16.92
200049,47,96232.08,29,2,12,8,8666.85,1,1,0.5059,10,0.1289,South,0,0,0,8981.97,none,16.28,17.36
200050,41,121291.98,90,4,22,14,3970.89,0,0,0.3932,25,-0.2712,West,1,0,0,4446.36,none,16.42,18.8
200051,43,73454.87,50,4,14,4,32792.41,0,0,0.1699,23,0.0537,South,1,0,0,37297.88,none,9.22,8.91
200052,47,76325.53,35,4,19,7,12825.85,0,0,0.3204,9,-0.0266,West,0,0,0,11182.98,none,14.59,14.83
200053,24,155719.49,11,1,20,11,4784.46,0,0,0.3537,6,0.0872,East,0,0,0,4304.27,none,21.18,21.9
200054,36,49813.33,24,1,19,6,4157.52,0,0,0.2729,16,-0.0978,West,1,0,0,3569.77,none,13.86,15.51
200055,35,47203.34,71,2,20,6,3200.94,0,1,0.2812,8,0.1727,South,0,0,0,3178.45,none,18.54,18.73
200056,33,55348.44,54,2,19,9,8008.51,0,0,0.2335,20,0.1758,East,0,0,0,7573.17,none,18.86,12.5
200057,37,72934.49,132,4,16,10,18664.49,0,1,0.1525,63,-0.0518,South,0,0,0,20506.01,none,17.7,23.32
200058,56,29699.11,27,3,20,7,14703.72,1,1,0.4437,24,0.1124,North,0,0,0,17523.16,none,18.04,19.15
200059,30,107635.29,41,3,15,6,36895.5,0,1,0.1153,37,-0.1822,South,0,0,0,35261.11,none,10.71,11.34
200060,51,65780.95,45,2,24,10,8131.78,0,1,0.1119,6,0.1881,East,0,0,0,9234.08,none,21.05,19.21
200061,21,115145.35,67,2,24,12,12196.5,0,0,0.2437,5,-0.0914,East,0,0,0,11600.78,none,24.64,21.13
200062,36,22447.46,45,1,19,12,15030.73,0,1,0.7183,6,-0.0149,South,0,0,0,14654.75,none,18.15,23.91
200063,42,115388.39,37,3,14,10,20814.43,0,1,0.1067,33,-0.091,West,0,0,0,24790.27,none,15.51,10.68
200064,46,150198.59,77,1,19,11,3303.46,0,1,0.2294,3,-0.0894,North,0,0,0,3586.16,none,17.83,14.11
200065,48,91639.96,65,6,16,8,19353.5,0,1,0.4113,6,-0.1525,South,0,0,0,16452.77,none,15.52,12.38
200066,49,73198.62,97,1,16,14,45456.98,0,1,0.0282,8,-0.0423,East,0,0,0,36392.3,none,18.22,18.2
200067,36,115876.84,53,3,21,3,5263.32,1,1,0.5499,4,0.0135,South,0,0,0,5214.48,none,23.75,23.95
200068,35,144886.64,118,5,23,5,3494.02,0,1,0.4343,41,0.2012,South,0,0,0,2926.3,none,21.65,19.75
200069,49,95993.04,35,2,14,7,35379.78,0,0,0.518,21,-0.2563,North,1,1,1,6889.84,competitor,9.41,7.6
200070,38,100019.86,89,4,18,9,36066.32,0,1,0.5775,20,0.327,South,0,0,0,39880.97,none,20.1,20.91
200071,26,179107.14,102,1,17,12,8953.51,0,0,0.4246,5,0.1324,South,0,0,0,7559.63,none,17.99,17.69
200072,28,109431.9,12,3,17,7,1779.22,0,1,0.2573,8,0.0071,South,0,0,0,1603.02,none,12.18,13.69
200073,30,46364.01,91,4,13,7,12150.55,0,1,0.4178,8,-0.1068,South,0,0,0,11132.53,none,9.29,10.93
200074,45,144505.73,58,4,17,12,7689.96,0,1,0.6405,24,0.0821,West,1,0,0,8948.07,none,11.0,16.52
200075,42,67263.61,68,1,26,6,4953.23,0,0,0.4383,5,0.3489,East,0,0,0,4653.16,none,20.7,19.84
200076,48,73330.14,130,4,26,12,10096.44,0,1,0.4786,4,-0.2609,North,0,0,0,10850.47,none,25.31,21.59
200077,35,76359.34,61,5,22,11,13145.73,1,1,0.2684,22,0.387,West,0,0,0,12550.41,none,20.2,19.59
200078,42,122675.6,34,2,14,10,10211.77,1,1,0.4058,16,-0.1192,West,0,0,0,8756.98,none,11.22,13.67
200079,47,188393.94,87,4,15,7,18388.56,0,1,0.6013,18,-0.0142,West,0,0,0,20288.18,none,20.78,14.75
200080,37,72973.61,55,3,17,10,7619.26,0,1,0.5635,13,-0.1199,West,0,0,0,8363.09,none,15.16,20.41
200081,45,186580.03,62,2,15,11,20749.01,0,1,0.2588,16,-0.2724,North,0,0,0,19182.49,none,15.16,13.5
200082,33,78821.81,58,3,24,4,15482.87,0,0,0.192,14,-0.1402,West,0,0,0,14982.69,none,30.15,34.55
200083,36,155688.7,95,2,22,12,33447.14,0,1,0.1582,23,-0.1869,West,0,0,0,27167.53,none,18.59,18.62
200084,36,80302.79,77,4,23,12,41420.83,0,0,0.469,13,-0.0954,North,0,0,0,39446.85,none,20.67,18.09
200085,27,54917.56,62,5,14,10,60189.28,0,1,0.55,7,-0.5452,South,0,0,0,53389.24,none,15.89,17.17
200086,45,207228.2,74,3,15,11,20250.54,0,1,0.1452,25,-0.0061,South,0,0,0,22381.57,none,16.43,14.73
200087,35,52108.57,35,4,23,14,8753.53,0,0,0.1045,23,0.0026,South,0,0,0,10233.09,none,22.15,22.23
200088,40,50225.41,91,3,20,3,3975.99,0,1,0.5037,14,0.2066,North,0,0,0,4757.41,none,20.29,17.99
200089,45,36083.8,78,3,16,2,2548.94,0,1,0.3572,21,-0.0669,West,0,1,1,24.38,inactive,14.15,9.86
200090,45,144555.46,140,2,17,3,16784.51,0,0,0.4141,26,0.1209,West,0,0,0,13870.15,none,19.32,21.03
200091,47,164607.22,43,2,12,9,5960.62,1,0,0.2233,33,-0.419,West,0,0,0,5480.67,none,10.28,11.69
200092,39,88401.38,44,5,21,8,86395.53,1,1,0.629,19,0.1648,South,0,0,0,71535.74,none,17.03,15.54
200093,35,41910.48,70,1,23,12,26669.82,0,1,0.2962,26,0.2855,South,0,0,0,24342.76,none,23.99,23.83
200094,39,71732.06,61,4,23,11,13801.5,0,0,0.4008,16,0.1101,North,0,0,0,14376.12,none,22.14,22.01
200095,21,60960.46,34,2,20,10,12335.76,1,1,0.3625,21,-0.1782,North,1,0,0,10991.04,none,18.7,20.75
200096,24,40850.06,30,1,20,8,21001.93,0,1,0.382,77,-0.0422,West,1,0,0,24555.03,none,15.4,15.63
200097,25,55024.35,115,1,19,9,4714.18,0,1,0.1078,21,0.2995,South,0,0,0,4654.1,none,14.86,11.61
200098,29,95089.71,41,2,20,5,7165.29,0,0,0.2438,20,0.2273,South,1,0,0,6859.2,none,16.35,17.79
200099,44,51615.56,53,1,21,6,3934.65,1,1,0.4509,21,-0.0927,East,0,0,0,4052.74,none,16.76,12.95
200100,30,84531.12,28,5,22,1,1316.13,0,1,0.7507,48,0.0636,North,0,0,0,1221.97,none,21.45,18.61
200101,36,27104.21,189,2,24,14,4193.09,0,1,0.2772,49,0.0735,North,1,0,0,4867.67,none,17.06,21.42
200102,54,181311.35,42,1,21,13,11725.86,0,1,0.3079,9,0.2008,East,0,0,0,9835.48,none,19.86,19.82
200103,36,58054.94,57,1,16,13,28522.19,0,1,0.2591,22,0.1135,East,1,0,0,29305.57,none,13.48,13.15
200104,48,116198.86,22,2,17,6,13664.09,0,0,0.1606,9,0.0833,South,1,0,0,12660.0,none,15.74,21.45
200105,30,79873.4,68,4,19,8,18305.63,0,0,0.1654,8,-0.4693,South,1,0,0,19174.99,none,19.76,23.52
200106,38,89840.88,161,3,24,8,8185.12,0,1,0.5002,34,0.3948,South,0,0,0,8018.0,none,21.42,17.78
200107,30,38631.76,30,5,15,6,15785.64,0,1,0.5769,15,0.2022,South,0,0,0,15350.52,none,12.89,11.94
200108,36,47387.51,70,5,23,9,15859.9,0,1,0.3125,15,0.1418,East,0,0,0,17187.5,none,24.93,20.57
200109,49,47983.0,48,2,19,5,9296.25,0,1,0.2395,2,-0.0837,South,0,0,0,11100.51,none,18.0,18.76
200110,21,73010.79,63,2,25,14,23124.63,0,0,0.4685,8,-0.2919,East,0,0,0,26008.82,none,21.57,17.64
200111,45,149314.03,50,1,16,8,49817.2,0,1,0.5116,6,-0.115,North,0,0,0,50168.95,none,23.14,21.91
200112,43,91373.57,27,1,21,11,1721.99,0,1,0.5564,4,0.4177,West,0,0,0,1581.31,none,21.46,18.78
200113,33,43880.89,73,2,24,10,6747.88,1,1,0.501,11,-0.0677,South,0,0,0,6322.21,none,19.96,17.22
200114,24,75542.83,99,4,21,14,26862.79,0,0,0.1543,21,-0.1905,South,0,0,0,29281.87,none,17.69,18.21
200115,41,68876.67,49,1,17,6,6337.51,0,0,0.2278,16,-0.0789,North,0,0,0,5799.83,none,15.75,15.67
200116,34,59364.14,114,5,17,8,21758.59,0,1,0.0589,8,-0.1854,East,1,0,0,19659.38,none,13.08,13.42
200117,43,71392.09,115,1,15,7,15968.42,1,1,0.4304,18,-0.1173,South,1,0,0,14829.89,none,17.88,18.21
200118,40,109585.79,99,3,20,17,18879.6,1,1,0.1882,5,0.0232,North,0,0,0,17481.14,none,19.85,15.63
200119,58,48458.44,33,1,16,11,26351.56,0,0,0.5029,15,0.01,South,0,0,0,21568.29,none,19.3,18.55
200120,37,59526.77,85,2,23,6,10834.22,0,0,0.8558,3,-0.2143,East,0,0,0,12629.87,none,23.76,22.04
200121,29,123573.06,81,3,14,8,39038.28,0,0,0.1865,17,0.1275,South,1,0,0,35482.4,none,16.11,18.79
200122,42,93185.83,37,3,14,10,1553.72,1,0,0.6839,18,0.0124,South,0,0,0,1538.44,none,14.21,14.11
200123,42,145500.22,46,4,19,12,10982.28,0,0,0.2196,7,0.0037,South,0,0,0,8985.89,none,19.9,15.07
200124,55,158599.71,63,4,15,7,33661.75,0,1,0.4928,3,0.2566,East,0,0,0,38383.88,none,17.33,15.56
200125,49,34068.34,45,4,16,6,34029.43,0,0,0.5491,7,-0.2157,South,0,0,0,37109.58,none,20.79,21.0
200126,44,84371.52,58,3,16,12,4653.73,0,1,0.3894,14,0.0549,West,1,0,0,4296.14,none,5.68,8.6
200127,56,54450.39,143,2,22,12,6320.87,0,1,0.2405,22,0.1057,East,0,0,0,5601.16,none,15.76,18.14
200128,27,37239.52,38,1,18,12,5491.02,0,0,0.3531,17,0.3282,East,0,0,0,5895.49,none,17.67,16.25
200129,33,46647.05,38,5,15,10,16405.58,0,1,0.1279,9,0.0074,South,1,0,0,18851.24,none,15.37,19.83
200130,30,61022.55,110,2,23,5,5497.52,0,0,0.4399,13,-0.1274,North,1,0,0,4426.81,none,17.0,21.5
200131,36,61232.6,65,2,20,12,19193.72,0,1,0.1281,9,0.0778,South,1,0,0,22905.42,none,16.06,16.27
200132,25,51566.76,69,1,15,6,3808.09,0,0,0.2762,19,0.4564,East,0,0,0,4159.98,none,17.3,15.18
200133,47,71461.82,54,1,19,9,63389.87,1,1,0.51,18,-0.1133,South,0,0,0,52959.7,none,18.61,18.68
200134,38,276530.61,54,3,21,7,43384.64,0,0,0.8622,6,-0.1074,North,0,0,0,37748.88,none,21.53,25.82
200135,24,27876.83,59,4,17,7,4938.16,0,1,0.3958,20,0.2978,South,0,0,0,5116.1,none,17.51,18.29
200136,29,134573.89,70,2,16,12,16277.88,0,1,0.3742,11,0.0903,South,0,0,0,16893.48,none,23.1,19.59
200137,43,71276.04,98,5,13,7,30237.38,1,1,0.2039,19,0.1984,North,0,0,0,36125.72,none,13.07,16.06
200138,49,56590.03,35,2,18,7,3351.33,0,1,0.2716,9,0.19,West,0,0,0,2898.79,none,19.43,21.85
200139,62,23727.88,40,1,18,8,8699.18,0,1,0.2864,27,0.0739,West,0,1,0,1439.64,fees,18.21,25.99
200140,72,109528.63,111,3,16,6,24489.11,0,0,0.1751,12,-0.0067,North,0,0,0,25584.97,none,16.79,15.33
200141,45,32594.19,67,3,14,11,2618.06,1,1,0.6694,3,-0.0596,South,0,1,1,475.32,fees,13.64,15.66
200142,29,113523.26,50,2,11,7,9130.75,0,1,0.1789,26,-0.1482,South,0,0,0,10315.98,none,9.02,8.82
200143,18,187616.15,75,2,27,8,7584.53,0,1,0.5875,6,-0.3724,North,0,0,0,6413.2,none,30.26,30.48
200144,43,35556.54,46,3,17,13,5564.29,0,0,0.6246,30,0.2989,North,0,0,0,5283.83,none,16.17,11.6
200145,31,136901.88,108,3,15,9,66429.66,0,1,0.216,12,-0.0865,West,0,0,0,65286.94,none,14.4,10.06
200146,35,73014.48,42,4,12,4,13870.97,1,1,0.5005,42,-0.2684,West,0,0,0,16281.54,none,7.68,7.93
200147,33,22756.56,45,1,20,8,28198.18,1,0,0.6959,20,-0.02,East,1,0,0,29681.39,none,20.85,20.24
200148,38,37114.84,49,2,19,9,22340.78,0,0,0.5112,33,0.1489,East,0,0,0,22468.15,none,15.72,15.42
200149,52,79415.28,81,5,21,8,8397.58,0,1,0.1742,21,0.2399,North,1,0,0,7578.85,none,17.46,20.41
200150,42,89775.93,114,4,31,8,14012.69,0,1,0.5671,15,-0.1027,West,0,0,0,14767.42,none,29.68,25.79
200151,38,30183.21,86,3,18,9,16645.04,0,1,0.619,27,0.2766,North,1,0,0,16992.51,none,14.34,22.37
200152,29,73266.53,98,1,23,15,6258.3,0,0,0.0545,23,-0.1181,South,0,1,0,1347.06,fees,20.32,21.72
200153,22,113252.73,23,3,26,5,14208.84,0,1,0.0446,23,-0.1331,West,1,0,0,11621.54,none,22.99,20.34
200154,35,124696.48,22,4,26,11,11592.37,0,0,0.1956,9,0.0046,South,0,0,0,13852.13,none,24.6,26.19
200155,39,57374.87,27,5,25,10,5094.6,0,1,0.4693,18,0.0339,North,0,0,0,4252.42,none,22.17,18.02
200156,59,91635.98,60,2,17,8,49717.75,0,1,0.4048,12,0.281,South,0,0,0,45183.15,none,19.32,25.15
200157,41,129866.32,47,6,29,11,2078.37,0,1,0.4919,13,0.0981,North,0,0,0,2271.34,none,31.53,32.01
200158,51,115067.27,28,3,9,10,51396.57,0,0,0.0529,9,0.2454,West,0,0,0,48700.46,none,12.71,14.31
200159,35,117560.91,7,5,23,9,42635.77,1,0,0.437,9,0.2635,South,0,0,0,48650.84,none,25.15,28.08
200160,27,76638.13,84,2,17,9,8426.73,0,1,0.3235,29,0.0091,South,1,0,0,8043.29,none,9.5,18.02
200161,29,68352.72,125,5,12,5,1047.96,0,1,0.5959,27,-0.0176,South,0,0,0,1097.42,none,9.84,3.15
200162,32,83623.83,100,4,15,12,21005.58,0,1,0.2348,39,0.0309,South,1,0,0,23923.98,none,9.09,12.86
200163,63,47303.93,58,1,18,13,11897.73,0,1,0.2087,14,0.1703,West,0,0,0,12135.75,none,15.03,9.82
200164,31,132730.18,71,3,20,12,6649.9,1,1,0.2224,44,0.3012,West,1,0,0,5971.13,none,15.82,20.02
200165,49,31029.66,42,1,18,8,22338.23,0,1,0.1586,26,-0.158,West,0,0,0,23084.96,none,14.03,10.65
200166,30,54559.7,62,5,12,7,190831.85,0,1,0.3269,17,0.1198,West,1,0,0,225246.08,none,8.63,7.03
200167,50,70578.99,59,3,14,6,2094.65,0,1,0.5174,2,-0.332,South,0,0,0,2433.31,none,17.7,15.14
200168,44,93222.57,78,2,17,11,140913.93,0,1,0.756,24,-0.0152,East,0,0,0,148969.49,none,18.96,18.41
200169,38,103369.17,40,2,21,4,5899.3,0,1,0.4694,3,0.2589,East,0,0,0,5159.75,none,27.97,28.59
200170,40,163303.19,186,2,24,7,1685.67,0,1,0.8189,14,-0.2654,West,0,0,0,1503.0,none,27.91,33.24
200171,33,75145.77,30,3,21,6,9765.59,0,1,0.4236,28,0.0396,West,0,0,0,9061.33,none,18.53,15.32
200172,45,48510.19,70,4,16,9,32768.47,0,1,0.4348,13,-0.1381,South,0,0,0,34834.38,none,9.08,3.28
200173,35,66479.65,91,2,21,5,9181.0,0,1,0.4593,50,-0.1373,West,0,0,0,8281.35,none,17.47,17.22
200174,27,60400.5,31,2,21,3,2062.86,0,1,0.3285,9,0.2361,South,1,0,0,1697.28,none,19.87,23.25
200175,26,95835.15,21,3,20,13,5772.11,0,1,0.1588,12,-0.1237,West,0,0,0,6588.73,none,20.21,19.06
200176,42,40037.51,91,6,25,12,17352.97,0,1,0.489,8,0.0242,North,0,0,0,14548.14,none,24.7,23.37
200177,57,65377.61,188,3,17,8,36150.13,1,1,0.8667,13,-0.085,East,0,0,0,31165.08,none,19.3,15.83
200178,42,175761.9,17,5,20,6,25721.14,0,1,0.2031,8,0.236,West,0,0,0,25261.3,none,18.49,16.31
200179,39,79486.31,187,2,15,6,13111.75,0,1,0.2976,20,0.1832,East,1,0,0,11261.45,none,11.9,16.23
200180,43,40348.45,94,2,21,13,15702.1,1,0,0.3469,25,0.0375,East,0,0,0,16224.56,none,22.96,25.48
200181,54,59727.02,61,4,15,9,9117.01,0,1,0.4423,29,0.2633,East,0,0,0,7439.13,none,14.9,20.04
200182,42,21084.23,100,6,19,10,51767.73,0,1,0.4071,45,-0.072,West,0,0,0,53327.93,none,20.39,23.32
200183,35,69706.47,117,3,8,11,16470.86,0,1,0.4818,11,-0.0879,South,0,0,0,17481.74,none,11.92,15.39
200184,52,178197.21,56,3,17,9,22345.58,1,1,0.4787,23,-0.0109,East,1,0,0,22359.15,none,13.91,12.65
200185,45,37488.51,218,2,18,8,71925.74,0,1,0.2939,8,-0.1526,West,0,0,0,61453.63,none,16.38,11.66
200186,57,32324.98,184,5,16,10,9292.69,0,1,0.2592,6,0.235,West,1,0,0,8707.4,none,11.46,12.16
200187,42,50268.22,44,3,21,16,8813.28,0,1,0.3296,11,0.1443,South,0,0,0,10390.14,none,20.39,20.4
200188,27,119508.81,75,3,19,10,17197.21,0,1,0.0956,11,-0.0593,East,0,0,0,14353.81,none,23.53,22.12
200189,25,183867.76,30,3,16,16,18769.58,0,0,0.3656,10,0.0806,East,0,0,0,21280.29,none,19.57,20.51
200190,58,92128.36,25,3,21,6,1874.56,0,1,0.1399,46,-0.1443,South,0,0,0,1793.7,none,18.75,14.02
200191,59,35495.85,52,1,12,6,13435.06,0,1,0.4978,17,0.176,East,0,0,0,12022.87,none,13.76,10.46
200192,38,71125.25,73,1,17,10,66155.29,0,1,0.5019,29,-0.1623,East,0,0,0,73513.56,none,19.46,21.53
200193,36,192645.2,36,1,21,9,6402.94,0,1,0.2141,26,-0.1528,West,0,0,0,5379.39,none,16.57,15.97
200194,56,60683.43,99,3,20,13,46504.16,0,1,0.4514,17,-0.1591,West,0,0,0,51216.36,none,17.33,15.08
200195,28,77783.24,77,2,17,12,4304.26,0,0,0.2674,28,-0.1243,West,0,0,0,3634.17,none,17.71,16.17
200196,30,82185.09,65,5,19,8,17348.57,1,1,0.4809,23,0.2427,East,0,0,0,14354.58,none,20.76,20.12
200197,47,30766.96,39,3,17,6,7692.05,0,1,0.5165,12,-0.1593,East,0,0,0,7571.14,none,18.69,19.5
200198,36,124653.37,42,3,22,6,14643.01,0,0,0.2753,45,0.0216,South,1,0,0,13723.69,none,17.77,20.18
200199,40,115149.94,54,4,22,14,6063.24,0,1,0.2567,8,-0.0689,East,0,0,0,5099.71,none,21.3,17.43
200200,38,24052.02,44,3,15,8,50012.03,0,0,0.3788,10,-0.3289,South,1,0,0,43904.12,none,7.03,9.19
200201,44,34633.03,50,6,25,12,2063.13,0,0,0.4925,9,-0.0058,North,0,1,1,373.51,fees,24.66,23.74
200202,55,42238.45,40,6,13,10,6132.73,0,1,0.4606,8,-0.4487,West,0,0,0,6821.68,none,8.55,11.24
200203,41,108663.74,81,5,19,9,7064.33,0,1,0.3251,8,0.004,North,0,0,0,7209.37,none,17.34,15.77
200204,47,47634.37,29,3,12,4,23880.04,0,1,0.1731,20,-0.1876,North,0,0,0,27774.44,none,14.9,9.27
200205,18,89784.22,106,1,31,7,7692.43,0,1,0.2299,14,0.1601,West,0,0,0,7560.44,none,29.01,33.44
200206,39,65149.84,45,2,20,5,10136.3,0,1,0.1729,10,0.1936,South,0,0,0,8303.24,none,22.67,22.91
200207,31,74874.29,83,4,22,8,5991.31,0,0,0.4819,6,0.0933,East,1,0,0,5378.75,none,20.78,20.88
200208,27,94578.54,63,2,25,9,22512.22,0,1,0.1997,21,0.3818,West,0,0,0,20847.83,none,26.12,24.46
200209,30,83633.98,26,2,16,10,8957.73,0,1,0.2231,29,0.2582,West,0,0,0,10365.23,none,23.47,24.15
200210,36,71252.62,103,2,11,8,84948.1,0,1,0.4892,23,-0.1074,North,1,0,0,100951.91,none,4.67,6.38
200211,50,86190.53,151,2,17,5,5739.32,0,1,0.4706,4,-0.102,South,1,0,0,4828.39,none,11.76,16.06
200212,25,81125.78,57,5,14,12,6747.76,0,0,0.1413,3,0.1762,South,0,0,0,6902.7,none,13.65,14.41
200213,40,64158.03,19,3,12,7,3513.67,0,1,0.172,23,0.0908,North,1,0,0,3778.91,none,12.63,16.43
200214,35,56797.18,78,1,25,4,2359.05,0,1,0.2784,16,-0.2187,East,1,0,0,1914.84,none,15.0,20.32
200215,36,202534.38,66,1,19,8,1909.6,1,1,0.4725,16,-0.1746,South,0,0,0,2003.83,none,20.61,24.39
200216,51,56440.02,37,2,16,11,5269.8,0,0,0.1621,11,-0.0159,North,0,0,0,4406.64,none,13.0,17.03
200217,46,152705.83,66,5,20,10,92106.81,0,1,0.2031,10,0.198,North,0,0,0,104966.24,none,23.5,27.99
200218,55,49394.8,127,3,20,12,5068.59,0,0,0.4567,18,-0.1525,East,0,0,0,4834.05,none,25.33,17.0
200219,38,112422.28,114,5,21,9,3410.94,0,0,0.3456,43,0.005,North,0,0,0,3869.2,none,18.72,13.08
200220,32,192045.66,52,5,20,9,11198.96,1,1,0.42,24,0.0644,West,0,0,0,11943.18,none,18.01,15.91
