treated_churn,control_churn,treated_ps,control_ps,distance,treatment_effect
0,0,0.22252070889933087,0.2225101517189692,1.055718036166442e-05,0
0,0,0.7332652304136175,0.7308565731450976,0.0024086572685199092,0
0,0,0.4884144369307762,0.48837781299340194,3.6623937374247184e-05,0
0,0,0.14732185460742162,0.1473286301891418,6.775581720186441e-06,0
0,0,0.1850786002685474,0.18507402309424353,4.577174303854736e-06,0
0,0,0.34333797842483105,0.34338123904301127,4.3260618180218646e-05,0
0,0,0.41978354263101836,0.419749329025996,3.42136050223707e-05,0
0,0,0.5911281432309633,0.5910561017050217,7.204152594164626e-05,0
0,0,0.27048570814380457,0.2704800283612072,5.679782597356464e-06,0
0,0,0.21792178056430422,0.21793685024094203,1.5069676637807783e-05,0
0,0,0.15271058258870482,0.15271015799547966,4.2459322516230635e-07,0
0,0,0.20695819679718097,0.2069668978073368,8.701010155820477e-06,0
0,0,0.18353846636152168,0.18354025843079463,1.7920692729489485e-06,0
0,0,0.11187603486920797,0.1118718329265973,4.201942610665421e-06,0
0,0,0.18162045735589125,0.18162315792549338,2.7005696021376036e-06,0
0,0,0.2684452902825249,0.2684471852153971,1.894932872226196e-06,0
0,0,0.23190854016444853,0.23190721866604505,1.321498403483723e-06,0
0,0,0.24181978406777493,0.24181498400895085,4.800058824083742e-06,0
0,0,0.6240268250619279,0.6243401133507566,0.00031328828882870585,0
0,1,0.6644827784548747,0.6644753521319505,7.426322924164452e-06,-1
0,0,0.18850371626811102,0.18850219989643593,1.5163716750865586e-06,0
0,1,0.27808721203078385,0.2780941775739801,6.965543196235657e-06,-1
0,0,0.507221255652618,0.5072002649436996,2.0990708918366963e-05,0
0,0,0.18150625336885515,0.18150546742158613,7.859472690163738e-07,0
0,0,0.23219269402224407,0.23218382602255064,8.86799969343488e-06,0
0,0,0.1998287938495822,0.19981975725936696,9.036590215227847e-06,0
0,0,0.2814703713786278,0.2814699769287188,3.9444990901360555e-07,0
0,0,0.25167067346003025,0.2516605077832181,1.016567681216829e-05,0
0,0,0.14866914907230935,0.14866924832615094,9.925384159004125e-08,0
0,0,0.7387168055053193,0.7397192721514145,0.001002466646095268,0
0,0,0.18018575185282926,0.18018555969586042,1.9215696883678746e-07,0
0,0,0.6185424770604572,0.6187146931739654,0.00017221611350826116,0
0,0,0.26249062530390654,0.2624937226346697,3.097330763146555e-06,0
0,0,0.23513307443259265,0.23513758209308352,4.507660490871146e-06,0
0,0,0.1365359248724683,0.13652862379634434,7.3010761239555855e-06,0
0,0,0.13076344312545315,0.13076515961129517,1.7164858420182227e-06,0
0,0,0.4365415864658931,0.4365029699813513,3.86164845417869e-05,0
0,0,0.1644004224453057,0.1644003515696249,7.087568079655604e-08,0
0,0,0.36896290693581013,0.3689622408942935,6.660415166059863e-07,0
0,0,0.29588217004596584,0.29588366227286067,1.492226894828086e-06,0
0,1,0.29826225001430384,0.29822981055914777,3.2439455156074715e-05,-1
0,0,0.2632224056540057,0.26322485909176585,2.4534377601748147e-06,0
0,0,0.2163373906409222,0.2163362161750992,1.1744658229839722e-06,0
0,0,0.147793809759621,0.1477938707204774,6.096085639062387e-08,0
0,0,0.5480152273292909,0.5477523015631309,0.00026292576615993823,0
0,0,0.2753573148642093,0.2753511310948432,6.183769366063796e-06,0
0,0,0.5003254879407443,0.500324282621635,1.2053191092986637e-06,0
0,0,0.2567868503316553,0.25678306590620836,3.784425446962114e-06,0
0,0,0.1290865928051254,0.12908360327387894,2.9895312464722767e-06,0
0,0,0.5259467823295513,0.5259249776214933,2.1804708058015265e-05,0
0,0,0.18370011758001117,0.1837019465645341,1.82898452291691e-06,0
0,0,0.39909974512954594,0.39914458925994917,4.4844130403232096e-05,0
0,0,0.2132021756251937,0.21320363360670772,1.4579815140192132e-06,0
0,0,0.15410794558353005,0.15410423361715261,3.711966377439868e-06,0
0,0,0.2133882783034692,0.21337285966787706,1.541863559215151e-05,0
0,1,0.43573330141883343,0.43577107653528385,3.777511645042253e-05,-1
0,1,0.5868715871250861,0.5865618228254029,0.00030976429968321284,-1
0,0,0.38905259830756334,0.3889763775579782,7.622074958513192e-05,0
0,0,0.19367153397684023,0.19367631883146208,4.784854621853185e-06,0
0,0,0.30074100656359876,0.3007560463576089,1.5039794010129892e-05,0
0,0,0.18637013705621555,0.1863751644292652,5.027373049637518e-06,0
0,0,0.20934164379361658,0.20934529050705108,3.646713434501958e-06,0
0,0,0.16187886969502502,0.16187892727113487,5.7576109852019997e-08,0
0,0,0.16692469818669292,0.1669290647073069,4.366520613974245e-06,0
0,0,0.14675235966578676,0.14675054339801635,1.816267770404778e-06,0
0,0,0.17783449851185834,0.17783548888248166,9.903706233160836e-07,0
0,0,0.3727191355317627,0.37269933098906255,1.9804542700174732e-05,0
0,0,0.3769867880746473,0.3769814930096337,5.295065013621869e-06,0
0,0,0.21741345417916122,0.21741725047979973,3.7963006385144382e-06,0
0,0,0.1767979390925472,0.1768007995271456,2.8604345984062363e-06,0
0,0,0.3132523184124504,0.31324314559360883,9.172818841551855e-06,0
0,0,0.3872246686996328,0.38723085186287504,6.1831632422459926e-06,0
0,0,0.26325370094031375,0.26325190747556076,1.7934647529860293e-06,0
0,0,0.22752857954783584,0.2275345767156602,5.99716782434534e-06,0
0,0,0.44576160395189474,0.44573718525914097,2.441869275376929e-05,0
0,0,0.3160647339779396,0.31609225024321486,2.7516265275251417e-05,0
0,0,0.31060695103137714,0.310598992650665,7.958380712158597e-06,0
0,0,0.16076863013667417,0.1607683077581844,3.2237848976435224e-07,0
0,0,0.6830524702662354,0.6826234192542039,0.00042905101203150053,0
0,0,0.2999378329232743,0.2999446906523742,6.8577290999183305e-06,0
0,1,0.5163920428007127,0.5164148486492901,2.2805848577389654e-05,-1
0,0,0.22117950693122257,0.22117579006251473,3.716868707842602e-06,0
0,0,0.17058729741038497,0.17058657222502116,7.251853638146066e-07,0
0,0,0.12953310685417468,0.12953453598182582,1.4291276511368967e-06,0
0,0,0.22007613492804656,0.22006562056385245,1.051436419410856e-05,0
0,1,0.3757351490849095,0.3757167147926682,1.8434292241298333e-05,-1
0,0,0.20223744921831063,0.20223799853263869,5.49314328052164e-07,0
0,0,0.5744998027634288,0.5747074820359459,0.00020767927251708063,0
0,0,0.3567670395236562,0.3567189057237724,4.8133799883776085e-05,0
0,0,0.23795971016989356,0.2379588150817829,8.950881106584152e-07,0
0,0,0.4014402280736336,0.4013797821156774,6.044595795623442e-05,0
0,0,0.3543892024763827,0.3543512975657419,3.7904910640818024e-05,0
0,0,0.13378180804443734,0.13378589221973056,4.084175293211922e-06,0
0,0,0.1669788951662346,0.16697923797479822,3.428085636192346e-07,0
0,0,0.16327215600497172,0.16326861441085253,3.5415941191940803e-06,0
0,0,0.6883825813356775,0.6887600212211187,0.00037743988544114426,0
0,0,0.1429894771719575,0.14299304609189672,3.5689199392174853e-06,0
0,0,0.28026566299935474,0.2802731326971773,7.469697822559684e-06,0
0,0,0.6436791264938132,0.6434836580036536,0.00019546849015961154,0
0,0,0.42467518999929094,0.42466746890987134,7.721089419598925e-06,0
0,0,0.25421518152605865,0.25422546714705346,1.0285620994809896e-05,0
0,0,0.4562270018970055,0.4561351608220733,9.18410749322085e-05,0
0,0,0.18083022665487353,0.1808277871235972,2.4395312763214605e-06,0
1,0,0.43920339145214793,0.4392610662692973,5.767481714935574e-05,1
0,0,0.19688121919644447,0.1968881107363153,6.891539870823582e-06,0
0,0,0.22278180615988896,0.2227893483430894,7.542183200426322e-06,0
0,0,0.2872646752295676,0.2872723435315949,7.668302027308282e-06,0
0,0,0.128938811790393,0.128928259833905,1.055195648799745e-05,0
0,0,0.22081476007996523,0.22081330033167693,1.4597482883016433e-06,0
0,0,0.13546112161685508,0.13545603357875405,5.0880381010365294e-06,0
0,0,0.31688588728525113,0.31686744473638856,1.8442548862573904e-05,0
0,0,0.5316954799477108,0.5315899141465251,0.00010556580118570302,0
0,0,0.18898951823942386,0.18898251951100706,6.998728416807154e-06,0
0,0,0.31229290800641873,0.31231607375478365,2.316574836491725e-05,0
0,0,0.31767055610884176,0.31763771147381453,3.284463502722934e-05,0
0,1,0.31025188017573324,0.31026448604188084,1.2605866147596956e-05,-1
0,0,0.23866033414808338,0.23866059101919615,2.5687111276928576e-07,0
0,0,0.1563591706132431,0.15635914818697924,2.242626384596491e-08,0
0,0,0.1853917143329867,0.18539510972177203,3.3953887853266362e-06,0
0,0,0.4194849371604132,0.4193782693888856,0.00010666777152756879,0
0,0,0.14293868202343843,0.1429404637947348,1.7817712963663634e-06,0
0,0,0.41245715448099945,0.41234214623573107,0.00011500824526838871,0
0,0,0.2638510703971034,0.26385189194499675,8.215478933260023e-07,0
0,0,0.44119471082954087,0.4412420874087327,4.737657919184901e-05,0
0,0,0.29261042286420996,0.2926049558182005,5.467046009455245e-06,0
0,0,0.40517045959173176,0.4051717338795284,1.2742877966154253e-06,0
0,0,0.3649399873332243,0.36497054303397414,3.055570074983471e-05,0
0,0,0.29216712231702546,0.2921851049249026,1.798260787716499e-05,0
0,0,0.42836804877550605,0.42836343883115136,4.609944354694306e-06,0
0,0,0.14428369536241303,0.14428165475842308,2.040603989950096e-06,0
0,0,0.3950908826683641,0.3951157420210205,2.4859352656392275e-05,0
0,0,0.1352018498292257,0.135204029928398,2.1800991722997765e-06,0
0,0,0.19479473598888278,0.1947929061991195,1.8297897632912896e-06,0
0,0,0.6790811419512467,0.6782440029575543,0.0008371389936924212,0
0,0,0.5460300833710882,0.5461103972525015,8.031388141338525e-05,0
0,0,0.42164956694148675,0.4215815885912712,6.797835021554732e-05,0
0,0,0.40117440996112513,0.40112981659512587,4.459336599926811e-05,0
0,0,0.313667950909026,0.3136721040548589,4.153145832908045e-06,0
0,0,0.16129339943428167,0.1612951294088499,1.7299745682375356e-06,0
0,0,0.24335752598679153,0.24335404739441835,3.47859237317949e-06,0
0,0,0.2645169413424521,0.26451793356899767,9.922265455375445e-07,0
0,0,0.4496042364943037,0.44956359738397744,4.063911032625711e-05,0
0,0,0.16322179658601707,0.1632237849821275,1.988396110430557e-06,0
0,0,0.5627950921615034,0.5626290513630228,0.0001660407984805934,0
0,0,0.16778815534765515,0.16779553160449695,7.37625684180121e-06,0
0,0,0.2705423943338735,0.27052176895521957,2.0625378653937876e-05,0
0,0,0.22837924885569655,0.22838383333489592,4.5844791993765455e-06,0
0,0,0.40003244936393273,0.39992620592956546,0.00010624343436727024,0
0,0,0.2155322501560555,0.2155303639252937,1.8862307618050522e-06,0
0,0,0.6847023230060655,0.684058722278363,0.0006436007277025313,0
0,0,0.39158063525562803,0.39160952695382306,2.8891698195032678e-05,0
0,0,0.6291121855135212,0.6303605417502511,0.0012483562367299195,0
0,0,0.14486601655563028,0.14486544139106217,5.751645681117967e-07,0
0,0,0.10408797558905843,0.1041174530921725,2.9477503114078152e-05,0
1,0,0.6460707538099246,0.6466180434378643,0.0005472896279397066,1
0,0,0.47352958400941914,0.473663605783139,0.00013402177371985013,0
0,0,0.3548616550593885,0.35486006322096564,1.5918384228541527e-06,0
0,0,0.5107182521492621,0.5106147757890684,0.00010347636019369943,0
0,0,0.48585301797013775,0.48566877514913653,0.0001842428210012126,0
0,0,0.1481398391638277,0.1481369287892367,2.910374590991971e-06,0
0,0,0.15541213417054225,0.15541215491411914,2.0743576883974768e-08,0
0,0,0.4891626307195987,0.4891076603286412,5.4970390957476134e-05,0
0,0,0.2187390315862387,0.21874233287323874,3.3012870000459493e-06,0
0,0,0.3410889108366626,0.34109518761260876,6.276775946167934e-06,0
0,0,0.24605356430883654,0.2460941974990756,4.063319023905887e-05,0
0,0,0.20217955081682593,0.20218757563158193,8.024814756008025e-06,0
0,1,0.23449775867264133,0.23451249509285713,1.4736420215794022e-05,-1
0,0,0.21313674367175714,0.21313878691846663,2.043246709493296e-06,0
0,0,0.20984581714956882,0.20984730483521125,1.4876856424261842e-06,0
0,0,0.3135537958836152,0.31350917843370885,4.4617449906358964e-05,0
0,0,0.25896283848883955,0.2589630381064648,1.9961762526277127e-07,0
0,0,0.23319081123195662,0.23318577678863056,5.034443326057403e-06,0
0,0,0.18466690638703961,0.18466788987368563,9.834866460112224e-07,0
0,0,0.21408921058180225,0.2140884603428296,7.502389726410374e-07,0
0,0,0.2759008183514255,0.27591302113537935,1.2202783953862983e-05,0
0,0,0.43131875408577647,0.43135194195816723,3.318787239076082e-05,0
0,1,0.2906571082515827,0.29065210339405,5.004857532686646e-06,-1
0,0,0.2604608193442646,0.260460405214315,4.141299496107642e-07,0
0,0,0.1944416841581358,0.1944418391042363,1.5494610047794843e-07,0
0,0,0.34285536952101103,0.34285904219737806,3.6726763670280604e-06,0
0,0,0.15907597889526987,0.1590792513014558,3.2724061859445985e-06,0
0,0,0.660820716452233,0.660801314187713,1.9402264519907675e-05,0
0,0,0.11694969649485566,0.11693242046268414,1.7276032171525957e-05,0
0,0,0.12552117205807978,0.12552042688011936,7.451779604206177e-07,0
0,0,0.4931910369641257,0.4932457086417666,5.467167764089398e-05,0
0,0,0.5534467010642755,0.553368191402777,7.85096614984715e-05,0
0,0,0.34227360062798967,0.3422646064501047,8.994177884968924e-06,0
0,0,0.14763929302868348,0.14764034120924244,1.0481805589601656e-06,0
0,0,0.19273346276401015,0.1927310132703977,2.4494936124441757e-06,0
0,0,0.5703197920554333,0.5702646277668095,5.516428862373246e-05,0
0,0,0.360497312704566,0.3604847466306216,1.2566073944397793e-05,0
0,0,0.14427307574910728,0.1442734187594399,3.43010332609639e-07,0
0,0,0.20173786082752862,0.20172973687216744,8.123955361177826e-06,0
0,0,0.21805733822403198,0.21805966393193324,2.3257079012628523e-06,0
0,0,0.28541022034753694,0.2854054157595899,4.804587947049299e-06,0
0,0,0.3145641445278426,0.31453413913563505,3.0005392207543835e-05,0
0,0,0.4547430064408085,0.4547000251300966,4.2981310711898146e-05,0
0,0,0.34707715261324085,0.34705110005545836,2.6052557782485497e-05,0
0,0,0.29941780621363834,0.2993937091819802,2.409703165812127e-05,0
0,0,0.27773612814295984,0.27772858542360773,7.542719352104932e-06,0
0,0,0.32833565543185694,0.32833761103365416,1.955601797221096e-06,0
0,0,0.13485547181034774,0.13485441651766955,1.0552926781870475e-06,0
1,0,0.23011425779422257,0.23011465225899497,3.944647724019035e-07,1
0,0,0.41374389977806947,0.41374055229763795,3.347480431514782e-06,0
0,0,0.34322361363601656,0.3432124494358388,1.11642001777712e-05,0
0,0,0.37248085526591485,0.3724500671666405,3.078809927437032e-05,0
0,0,0.24922166620157576,0.24921964335054655,2.022851029209738e-06,0
0,0,0.15185295248768582,0.1518524437755706,5.08712115210308e-07,0
0,0,0.2525629074477234,0.2525695333674336,6.625919710179229e-06,0
0,0,0.2794688769487674,0.2794666207514177,2.256197349670419e-06,0
0,0,0.23238782460127483,0.23238481302425681,3.011577018013911e-06,0
0,0,0.39882321163482903,0.398782807461204,4.0404173625052664e-05,0
0,0,0.3095824874408872,0.3095761416785,6.345762387172105e-06,0
0,0,0.44800444760113706,0.4479902660185826,1.4181582554451122e-05,0
0,0,0.20078004229172908,0.2007844572082697,4.41491654062931e-06,0
0,0,0.3125021027486313,0.3125085641732602,6.461424628845247e-06,0
0,0,0.35486951075358963,0.35486006322096564,9.447532623996224e-06,0
0,0,0.16886085849790952,0.16886852611078204,7.667612872519491e-06,0
0,0,0.3936349379553839,0.3936776428969973,4.270494161340288e-05,0
0,0,0.28908766516652923,0.28908022490021956,7.44026630966621e-06,0
0,0,0.34996825644004476,0.3499523935419221,1.5862898122664948e-05,0
0,0,0.20962800155911046,0.20963853489510975,1.053333599929096e-05,0
0,0,0.29053818216309585,0.2905448599150612,6.6777519653338224e-06,0
0,0,0.13061045295517107,0.1306029504643485,7.502490822569596e-06,0
1,0,0.6105859333299702,0.6106968639641756,0.00011093063420530846,1
0,0,0.14263812438454235,0.14263981560290293,1.6912183605777287e-06,0
0,0,0.17718216813551443,0.17717822295945695,3.945176057479349e-06,0
0,0,0.1981167491760845,0.19811129188921944,5.457286865045985e-06,0
0,0,0.3441402507925428,0.3441457438949309,5.493102388121063e-06,0
0,1,0.5305103731032352,0.5305378108302564,2.743772702118452e-05,-1
0,0,0.23583146627004123,0.23583336321369022,1.8969436489935099e-06,0
0,0,0.2877601311267918,0.2877378604394385,2.227068735327631e-05,0
0,0,0.15877258701208094,0.15877061316725496,1.9738448259754016e-06,0
0,0,0.3232526139210433,0.3232744919280565,2.187800701319853e-05,0
0,0,0.2680820107617565,0.2680934631085123,1.1452346755813636e-05,0
0,0,0.39646709465304,0.39653517043464376,6.807578160378247e-05,0
0,0,0.34201855737730086,0.34202053978276387,1.9824054630079857e-06,0
0,0,0.29315464985414474,0.29314669225972995,7.957594414798042e-06,0
0,0,0.2103286164703573,0.21032749313121535,1.123339141956281e-06,0
0,0,0.5002499460717452,0.500324282621635,7.433654988975302e-05,0
0,0,0.27976265666120653,0.2797632568984879,6.002372813784795e-07,0
0,0,0.2514560889009106,0.2514591058853609,3.0169844503213916e-06,0
0,0,0.1589221295819888,0.1589205659276278,1.563654361019795e-06,0
0,0,0.42823562406396937,0.4282003711964329,3.525286753647272e-05,0
0,0,0.28335977614925584,0.28340871147858293,4.8935329327093324e-05,0
0,0,0.2872644757410093,0.2872723435315949,7.867790585647239e-06,0
0,0,0.29427263744761517,0.29426533144782746,7.305999787710071e-06,0
0,0,0.1848865439481576,0.18488271152921978,3.832418937810278e-06,0
0,0,0.7034267227715894,0.703348818788243,7.790398334639459e-05,0
0,0,0.31474010806838126,0.31472408201616786,1.6026052213402586e-05,0
0,0,0.22445745237803885,0.22445540877187511,2.0436061637374436e-06,0
0,0,0.4771002576036919,0.4770566474532045,4.361015048742756e-05,0
0,0,0.46178500001504524,0.4617958774134296,1.087739838434576e-05,0
0,0,0.34210655509604115,0.34210874627437615,2.191178334998156e-06,0
0,0,0.1940378038730586,0.19403258523150926,5.218641549342706e-06,0
1,0,0.44879669110060044,0.4488113291080826,1.4638007482137283e-05,1
1,0,0.35892558024326915,0.358924022264259,1.5579790101361013e-06,1
0,0,0.3272479850119613,0.32726586826824544,1.788325628415688e-05,0
0,0,0.16734343171735286,0.16734313440538287,2.973119699878346e-07,0
0,1,0.2731046901862226,0.2731219904469745,1.730026075191793e-05,-1
0,0,0.3684182010363084,0.36839206472500907,2.6136311299329584e-05,0
0,0,0.7803388711067684,0.7736865731200613,0.006652297986707079,0
0,0,0.20194204000498742,0.20194271991879365,6.799138062285603e-07,0
0,0,0.3333702725209859,0.33338914558378785,1.887306280196066e-05,0
0,0,0.20245984486544324,0.20246170398365726,1.8591182140148543e-06,0
0,0,0.5850026702432386,0.5848194577351231,0.0001832125081154823,0
0,0,0.36710284972363433,0.36721215669507845,0.00010930697144412305,0
0,0,0.23481968660718877,0.23481926692925503,4.196779337384271e-07,0
0,0,0.728759878415371,0.72942822628991,0.0006683478745389548,0
0,0,0.17605287614287182,0.1760532293143922,3.531715203897168e-07,0
0,0,0.6571720559200777,0.6574604550415536,0.00028839912147593516,0
0,0,0.35059596954496847,0.3506021522921642,6.182747195715432e-06,0
0,0,0.2512914613867638,0.25127661943143986,1.4841955323918743e-05,0
0,0,0.49536409069600856,0.49536405265874384,3.8037264726842324e-08,0
0,0,0.2064180511145106,0.20642401720972345,5.966095212861511e-06,0
0,0,0.3168133303001968,0.31681410050588177,7.702056849523409e-07,0
0,1,0.14635254688359856,0.1463507452084,1.8016751985594492e-06,-1
0,0,0.5110856933085649,0.5109273109530156,0.00015838235554932467,0
0,0,0.4410934556495872,0.44104674966844426,4.67059811429249e-05,0
0,0,0.22926884464116717,0.22926833240576833,5.122353988473716e-07,0
0,0,0.35245524235068876,0.352469667425126,1.4425074437218743e-05,0
0,0,0.22104003789131202,0.22103935702015035,6.808711616734797e-07,0
0,0,0.5058723150117133,0.505714149756459,0.00015816525525425007,0
0,0,0.26773826056581074,0.2677615943587383,2.3333792927571206e-05,0
0,0,0.20122058949121174,0.20122729990889981,6.710417688071679e-06,0
0,1,0.15859092589378407,0.158588592721819,2.333171965074321e-06,-1
0,0,0.15159992853117757,0.1516018459744409,1.917443263332874e-06,0
0,0,0.19260287508595625,0.19260011402640068,2.761059555572709e-06,0
0,1,0.3295348040586131,0.32953541320904883,6.091504357597088e-07,-1
0,0,0.19803108043283488,0.19802984836893023,1.2320639046492499e-06,0
0,0,0.20397311147710717,0.20397783557452986,4.72409742269253e-06,0
0,0,0.21606723388382287,0.21606616333402187,1.0705498010021852e-06,0
1,0,0.43310102297842346,0.43297353440342656,0.00012748857499689237,1
0,0,0.2930942422248255,0.29309837789662346,4.135671797966811e-06,0
0,0,0.12869191995907978,0.1286941402306796,2.220271599823187e-06,0
0,0,0.4625587114575055,0.4626198039684153,6.109251090979928e-05,0
0,0,0.5146330817471949,0.5146148937456528,1.818800154207434e-05,0
0,0,0.23507411823054106,0.23506548975880442,8.628471736632504e-06,0
0,0,0.2486989398123052,0.24870393295301077,4.993140705567001e-06,0
0,0,0.4581426066560706,0.4582232970070475,8.069035097690858e-05,0
0,0,0.28772759931751146,0.2877378604394385,1.0261121927035433e-05,0
0,1,0.49418223908775455,0.49414330058381645,3.893850393810183e-05,-1
0,0,0.22220427593939246,0.2221954486391582,8.827300234270918e-06,0
0,1,0.38605568488277286,0.3861017025453925,4.6017662619635136e-05,-1
0,0,0.20423160307250354,0.20423091197952598,6.910929775671981e-07,0
0,1,0.6365844655227977,0.6360997585784314,0.0004847069443663088,-1
0,0,0.4221742511841943,0.42211983340974135,5.441777445297502e-05,0
0,0,0.30767488172007773,0.30769193680792356,1.7055087845829764e-05,0
0,0,0.2119019442128647,0.21190204820139324,1.0398852853810148e-07,0
0,0,0.4107264188008193,0.41074768940242157,2.1270601602285666e-05,0
0,0,0.3659385854337151,0.36593736673271354,1.21870100155963e-06,0
0,0,0.10802273453353428,0.10802200032881015,7.34204724128773e-07,0
0,0,0.15279110371825727,0.15279612134560394,5.017627346670661e-06,0
0,0,0.12962142614993466,0.129621579943151,1.5379321632869036e-07,0
0,1,0.37594066474002225,0.3759194860446744,2.1178695347845444e-05,-1
0,0,0.23383363508317603,0.2338279327938989,5.702289277126349e-06,0
0,0,0.2743844938474592,0.27438329170069725,1.2021467619693915e-06,0
0,0,0.436970950849557,0.4369381519447426,3.279890481439063e-05,0
0,0,0.13606271099391376,0.1360646232545559,1.9122606421395627e-06,0
0,0,0.49220829490326007,0.49210818762226644,0.0001001072809936332,0
0,0,0.20130931051375917,0.2013172621284783,7.951614719142741e-06,0
0,0,0.4271001127697293,0.42707984254396997,2.0270225759344562e-05,0
0,0,0.1378669654315059,0.13784879948732692,1.816594417897166e-05,0
0,0,0.14431970799641483,0.14431815228684405,1.5557095707774415e-06,0
0,0,0.30827833701646606,0.30827382294915995,4.514067306116143e-06,0
0,0,0.3132946551443329,0.31328763230807466,7.022836258252507e-06,0
0,0,0.2631798886792313,0.26317917040070377,7.182785275450243e-07,0
0,0,0.3117088894181116,0.311718628631065,9.739212953385756e-06,0
0,0,0.27260994105513325,0.27261001324055684,7.218542358300439e-08,0
0,0,0.16647194811822913,0.1664705878763894,1.3602418397207217e-06,0
0,0,0.12488104623091723,0.12486839074339519,1.2655487522036935e-05,0
0,0,0.1771240668024899,0.1771255433999166,1.476597426691706e-06,0
0,0,0.165225460469853,0.1652263592094692,8.987396162007943e-07,0
0,0,0.3421759974032392,0.34217082746399397,5.169939245208699e-06,0
0,0,0.3245873364811865,0.3245916378397326,4.30135854612157e-06,0
0,0,0.19537165595211792,0.19535869257441044,1.2963377707481127e-05,0
0,0,0.1702573404723781,0.1702549480638647,2.39240851337974e-06,0
0,0,0.14994788048117155,0.14995094683966517,3.066358493619692e-06,0
0,1,0.4627885281435655,0.46275165194722634,3.687619633918615e-05,-1
0,0,0.16582385011366776,0.16581770287926786,6.147234399900281e-06,0
0,0,0.36880825025610703,0.36881220183498276,3.951578875727169e-06,0
0,0,0.39460145370939814,0.39462688595200357,2.5432242605427646e-05,0
0,0,0.2372304050721496,0.23722837534566696,2.0297264826385497e-06,0
0,0,0.4474147715942951,0.44741665034468514,1.8787503900385971e-06,0
0,0,0.19296653899039823,0.19296661341315882,7.442276059310693e-08,0
0,0,0.31637281447122273,0.3163724084916778,4.0597954492627153e-07,0
0,0,0.18321892711392115,0.18322602440134034,7.097287419183251e-06,0
